movie_name,movie_date,award_year,award_category,award_person,person_dateofbirth
Dark Eyes,1987-01-01,1988-01-01,ACTOR IN A LEADING ROLE,Marcello Mastroianni,
Ironweed,1987-01-01,1988-01-01,ACTOR IN A LEADING ROLE,Jack Nicholson,
"Good Morning, Vietnam",1987-01-01,1988-01-01,ACTOR IN A LEADING ROLE,Robin Williams,
Broadcast News,1987-01-01,1988-01-01,ACTOR IN A SUPPORTING ROLE,Albert Brooks,
The Untouchables,1987-01-01,1988-01-01,ACTOR IN A SUPPORTING ROLE,Sean Connery,
Street Smart,1987-01-01,1988-01-01,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,
Moonstruck,1987-01-01,1988-01-01,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,
Cry Freedom,1987-01-01,1988-01-01,ACTOR IN A SUPPORTING ROLE,Denzel Washington,
Moonstruck,1987-01-01,1988-01-01,ACTRESS IN A LEADING ROLE,Cher,
Fatal Attraction,1987-01-01,1988-01-01,ACTRESS IN A LEADING ROLE,Glenn Close,
Broadcast News,1987-01-01,1988-01-01,ACTRESS IN A LEADING ROLE,Holly Hunter,
Anna,1987-01-01,1988-01-01,ACTRESS IN A LEADING ROLE,Sally Kirkland,
Ironweed,1987-01-01,1988-01-01,ACTRESS IN A LEADING ROLE,Meryl Streep,
Gaby - A True Story,1987-01-01,1988-01-01,ACTRESS IN A SUPPORTING ROLE,Norma Aleandro,
Fatal Attraction,1987-01-01,1988-01-01,ACTRESS IN A SUPPORTING ROLE,Anne Archer,
Moonstruck,1987-01-01,1988-01-01,ACTRESS IN A SUPPORTING ROLE,Olympia Dukakis,
Throw Momma from the Train,1987-01-01,1988-01-01,ACTRESS IN A SUPPORTING ROLE,Anne Ramsey,
The Whales of August,1987-01-01,1988-01-01,ACTRESS IN A SUPPORTING ROLE,Ann Sothern,
Empire of the Sun,1987-01-01,1988-01-01,ART DIRECTION,Art Direction:  Norman Reynolds,
Hope and Glory,1987-01-01,1988-01-01,ART DIRECTION,Art Direction:  Anthony Pratt,
The Last Emperor,1987-01-01,1988-01-01,ART DIRECTION,Art Direction:  Ferdinando Scarfiotti,
Radio Days,1987-01-01,1988-01-01,ART DIRECTION,Art Direction:  Santo Loquasto,
The Untouchables,1987-01-01,1988-01-01,ART DIRECTION,Art Direction:  Patrizia Von Brandenstein,
Broadcast News,1987-01-01,1988-01-01,CINEMATOGRAPHY,Michael Ballhaus,
Empire of the Sun,1987-01-01,1988-01-01,CINEMATOGRAPHY,Allen Daviau,
Hope and Glory,1987-01-01,1988-01-01,CINEMATOGRAPHY,Philippe Rousselot,
The Last Emperor,1987-01-01,1988-01-01,CINEMATOGRAPHY,Vittorio Storaro,
Matewan,1987-01-01,1988-01-01,CINEMATOGRAPHY,Haskell Wexler,
The Dead,1987-01-01,1988-01-01,COSTUME DESIGN,Dorothy Jeakins,
Empire of the Sun,1987-01-01,1988-01-01,COSTUME DESIGN,Bob Ringwood,
The Last Emperor,1987-01-01,1988-01-01,COSTUME DESIGN,James Acheson,
Maurice,1987-01-01,1988-01-01,COSTUME DESIGN,Jenny Beavan,
The Untouchables,1987-01-01,1988-01-01,COSTUME DESIGN,Marilyn Vance-Straker,
Fatal Attraction,1987-01-01,1988-01-01,DIRECTING,Adrian Lyne,
Hope and Glory,1987-01-01,1988-01-01,DIRECTING,John Boorman,
The Last Emperor,1987-01-01,1988-01-01,DIRECTING,Bernardo Bertolucci,
Moonstruck,1987-01-01,1988-01-01,DIRECTING,Norman Jewison,
My Life as a Dog,1987-01-01,1988-01-01,DIRECTING,Lasse Hallström,
Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,1987-01-01,1988-01-01,DOCUMENTARY (Feature),Callie Crossley and James A. DeVinney,
Hellfire: A Journey from Hiroshima,1987-01-01,1988-01-01,DOCUMENTARY (Feature),John Junkerman and John W. Dower,
Radio Bikini,1987-01-01,1988-01-01,DOCUMENTARY (Feature),Robert Stone,
A Stitch for Time,1987-01-01,1988-01-01,DOCUMENTARY (Feature),Barbara Herbich and Cyril Christo,
The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1987-01-01,1988-01-01,DOCUMENTARY (Feature),Aviva Slesin,
Frances Steloff: Memoirs of a Bookseller,1987-01-01,1988-01-01,DOCUMENTARY (Short Subject),Deborah Dickson,
In the Wee Wee Hours...,1987-01-01,1988-01-01,DOCUMENTARY (Short Subject),Dr. Frank Daniel and Izak Ben-Meir,
Language Says It All,1987-01-01,1988-01-01,DOCUMENTARY (Short Subject),Megan Williams,
Silver into Gold,1987-01-01,1988-01-01,DOCUMENTARY (Short Subject),Lynn Mueller,
Young at Heart,1987-01-01,1988-01-01,DOCUMENTARY (Short Subject),Sue Marx and Pamela Conn,
Broadcast News,1987-01-01,1988-01-01,FILM EDITING,Richard Marks,
Empire of the Sun,1987-01-01,1988-01-01,FILM EDITING,Michael Kahn,
Fatal Attraction,1987-01-01,1988-01-01,FILM EDITING,Michael Kahn,
The Last Emperor,1987-01-01,1988-01-01,FILM EDITING,Gabriella Cristiani,
RoboCop,1987-01-01,1988-01-01,FILM EDITING,Frank J. Urioste,
"Au Revoir Les Enfants (Goodbye, Children)",1987-01-01,1988-01-01,FOREIGN LANGUAGE FILM,France,
Babette's Feast,1987-01-01,1988-01-01,FOREIGN LANGUAGE FILM,Denmark,
Course Completed,1987-01-01,1988-01-01,FOREIGN LANGUAGE FILM,Spain,
The Family,1987-01-01,1988-01-01,FOREIGN LANGUAGE FILM,Italy,
Pathfinder,1987-01-01,1988-01-01,FOREIGN LANGUAGE FILM,Norway,
Happy New Year,1987-01-01,1988-01-01,MAKEUP,Bob Laden,
Harry and the Hendersons,1987-01-01,1988-01-01,MAKEUP,Rick Baker,
Cry Freedom,1987-01-01,1988-01-01,MUSIC (Original Score),George Fenton,
Empire of the Sun,1987-01-01,1988-01-01,MUSIC (Original Score),John Williams,
The Last Emperor,1987-01-01,1988-01-01,MUSIC (Original Score),Ryuichi Sakamoto,
The Untouchables,1987-01-01,1988-01-01,MUSIC (Original Score),Ennio Morricone,
The Witches of Eastwick,1987-01-01,1988-01-01,MUSIC (Original Score),John Williams,
Cry Freedom,1987-01-01,1988-01-01,MUSIC (Original Song),Music and Lyric by George Fenton and Jonas Gwangwa,
Dirty Dancing,1987-01-01,1988-01-01,MUSIC (Original Song),Music by Franke Previte,
Mannequin,1987-01-01,1988-01-01,MUSIC (Original Song),Music and Lyric by Albert Hammond and Diane Warren,
Beverly Hills Cop II,1987-01-01,1988-01-01,MUSIC (Original Song),Music by Harold Faltermeyer and Keith Forsey,
The Princess Bride,1987-01-01,1988-01-01,MUSIC (Original Song),Music and Lyric by Willy DeVille,
Broadcast News,1987-01-01,1988-01-01,BEST PICTURE,James L. Brooks,
Fatal Attraction,1987-01-01,1988-01-01,BEST PICTURE,Stanley R. Jaffe and Sherry Lansing,
Hope and Glory,1987-01-01,1988-01-01,BEST PICTURE,John Boorman,
The Last Emperor,1987-01-01,1988-01-01,BEST PICTURE,Jeremy Thomas,
Moonstruck,1987-01-01,1988-01-01,BEST PICTURE,Patrick Palmer and Norman Jewison,
George and Rosemary,1987-01-01,1988-01-01,SHORT FILM (Animated),Eunice Macaulay,
The Man Who Planted Trees,1987-01-01,1988-01-01,SHORT FILM (Animated),Frédéric Back,
Your Face,1987-01-01,1988-01-01,SHORT FILM (Animated),Bill Plympton,
Making Waves,1987-01-01,1988-01-01,SHORT FILM (Live Action),Ann Wingate,
Ray's Male Heterosexual Dance Hall,1987-01-01,1988-01-01,SHORT FILM (Live Action),Jonathan Sanger and Jana Sue Memel,
Shoeshine,1987-01-01,1988-01-01,SHORT FILM (Live Action),Robert A. Katz,
Empire of the Sun,1987-01-01,1988-01-01,SOUND,Robert Knudson,
The Last Emperor,1987-01-01,1988-01-01,SOUND,Bill Rowe,
Lethal Weapon,1987-01-01,1988-01-01,SOUND,Les Fresholtz,
RoboCop,1987-01-01,1988-01-01,SOUND,Michael J. Kohut,
The Witches of Eastwick,1987-01-01,1988-01-01,SOUND,Wayne Artman,
Innerspace,1987-01-01,1988-01-01,VISUAL EFFECTS,Dennis Muren,
Predator,1987-01-01,1988-01-01,VISUAL EFFECTS,Joel Hynek,
The Dead,1987-01-01,1988-01-01,WRITING (Screenplay Based on Material from Another Medium),Tony Huston,
Fatal Attraction,1987-01-01,1988-01-01,WRITING (Screenplay Based on Material from Another Medium),James Dearden,
Full Metal Jacket,1987-01-01,1988-01-01,WRITING (Screenplay Based on Material from Another Medium),Stanley Kubrick,
The Last Emperor,1987-01-01,1988-01-01,WRITING (Screenplay Based on Material from Another Medium),Mark Peploe,
My Life as a Dog,1987-01-01,1988-01-01,WRITING (Screenplay Based on Material from Another Medium),Lasse Hallström,
"Au Revoir Les Enfants (Goodbye, Children)",1987-01-01,1988-01-01,WRITING (Screenplay Written Directly for the Screen),Louis Malle,
Broadcast News,1987-01-01,1988-01-01,WRITING (Screenplay Written Directly for the Screen),James L. Brooks,
Hope and Glory,1987-01-01,1988-01-01,WRITING (Screenplay Written Directly for the Screen),John Boorman,
Moonstruck,1987-01-01,1988-01-01,WRITING (Screenplay Written Directly for the Screen),John Patrick Shanley,
Radio Days,1987-01-01,1988-01-01,WRITING (Screenplay Written Directly for the Screen),Woody Allen,
RoboCop,1987-01-01,1988-01-01,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),Stephen Flick,
Mississippi Burning,1988-01-01,1989-01-01,ACTOR IN A LEADING ROLE,Gene Hackman,
Big,1988-01-01,1989-01-01,ACTOR IN A LEADING ROLE,Tom Hanks,
Rain Man,1988-01-01,1989-01-01,ACTOR IN A LEADING ROLE,Dustin Hoffman,
Stand and Deliver,1988-01-01,1989-01-01,ACTOR IN A LEADING ROLE,Edward James Olmos,
Pelle the Conqueror,1988-01-01,1989-01-01,ACTOR IN A LEADING ROLE,Max von Sydow,
Little Dorrit,1988-01-01,1989-01-01,ACTOR IN A SUPPORTING ROLE,Alec Guinness,
A Fish Called Wanda,1988-01-01,1989-01-01,ACTOR IN A SUPPORTING ROLE,Kevin Kline,
Tucker The Man and His Dream,1988-01-01,1989-01-01,ACTOR IN A SUPPORTING ROLE,Martin Landau,
Running on Empty,1988-01-01,1989-01-01,ACTOR IN A SUPPORTING ROLE,River Phoenix,
Married to the Mob,1988-01-01,1989-01-01,ACTOR IN A SUPPORTING ROLE,Dean Stockwell,
Dangerous Liaisons,1988-01-01,1989-01-01,ACTRESS IN A LEADING ROLE,Glenn Close,
The Accused,1988-01-01,1989-01-01,ACTRESS IN A LEADING ROLE,Jodie Foster,
Working Girl,1988-01-01,1989-01-01,ACTRESS IN A LEADING ROLE,Melanie Griffith,
A Cry in the Dark,1988-01-01,1989-01-01,ACTRESS IN A LEADING ROLE,Meryl Streep,
Gorillas in the Mist,1988-01-01,1989-01-01,ACTRESS IN A LEADING ROLE,Sigourney Weaver,
Working Girl,1988-01-01,1989-01-01,ACTRESS IN A SUPPORTING ROLE,Joan Cusack,
The Accidental Tourist,1988-01-01,1989-01-01,ACTRESS IN A SUPPORTING ROLE,Geena Davis,
Mississippi Burning,1988-01-01,1989-01-01,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,
Dangerous Liaisons,1988-01-01,1989-01-01,ACTRESS IN A SUPPORTING ROLE,Michelle Pfeiffer,
Beaches,1988-01-01,1989-01-01,ART DIRECTION,Art Direction:  Albert Brenner,
Dangerous Liaisons,1988-01-01,1989-01-01,ART DIRECTION,Art Direction:  Stuart Craig,
Rain Man,1988-01-01,1989-01-01,ART DIRECTION,Art Direction:  Ida Random,
Tucker The Man and His Dream,1988-01-01,1989-01-01,ART DIRECTION,Art Direction:  Dean Tavoularis,
Who Framed Roger Rabbit,1988-01-01,1989-01-01,ART DIRECTION,Art Direction:  Elliot Scott,
Mississippi Burning,1988-01-01,1989-01-01,CINEMATOGRAPHY,Peter Biziou,
Rain Man,1988-01-01,1989-01-01,CINEMATOGRAPHY,John Seale,
Tequila Sunrise,1988-01-01,1989-01-01,CINEMATOGRAPHY,Conrad L. Hall,
The Unbearable Lightness of Being,1988-01-01,1989-01-01,CINEMATOGRAPHY,Sven Nykvist,
Who Framed Roger Rabbit,1988-01-01,1989-01-01,CINEMATOGRAPHY,Dean Cundey,
Coming to America,1988-01-01,1989-01-01,COSTUME DESIGN,Deborah Nadoolman,
Dangerous Liaisons,1988-01-01,1989-01-01,COSTUME DESIGN,James Acheson,
A Handful of Dust,1988-01-01,1989-01-01,COSTUME DESIGN,Jane Robinson,
Sunset,1988-01-01,1989-01-01,COSTUME DESIGN,Patricia Norris,
Tucker The Man and His Dream,1988-01-01,1989-01-01,COSTUME DESIGN,Milena Canonero,
A Fish Called Wanda,1988-01-01,1989-01-01,DIRECTING,Charles Crichton,
The Last Temptation of Christ,1988-01-01,1989-01-01,DIRECTING,Martin Scorsese,
Mississippi Burning,1988-01-01,1989-01-01,DIRECTING,Alan Parker,
Rain Man,1988-01-01,1989-01-01,DIRECTING,Barry Levinson,
Working Girl,1988-01-01,1989-01-01,DIRECTING,Mike Nichols,
The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out,1988-01-01,1989-01-01,DOCUMENTARY (Feature),Robert Bilheimer and Ronald Mix,
Hotel Terminus: The Life and Times of Klaus Barbie,1988-01-01,1989-01-01,DOCUMENTARY (Feature),Marcel Ophuls,
Let's Get Lost,1988-01-01,1989-01-01,DOCUMENTARY (Feature),Bruce Weber and Nan Bush,
Promises to Keep,1988-01-01,1989-01-01,DOCUMENTARY (Feature),Ginny Durrin,
Who Killed Vincent Chin?,1988-01-01,1989-01-01,DOCUMENTARY (Feature),Renee Tajima and Christine Choy,
The Children's Storefront,1988-01-01,1989-01-01,DOCUMENTARY (Short Subject),Karen Goodman,
Family Gathering,1988-01-01,1989-01-01,DOCUMENTARY (Short Subject),Lise Yasui and Ann Tegnell,
Gang Cops,1988-01-01,1989-01-01,DOCUMENTARY (Short Subject),Thomas B. Fleming and Daniel J. Marks,
Portrait of Imogen,1988-01-01,1989-01-01,DOCUMENTARY (Short Subject),Nancy Hale and Meg Partridge,
You Don't Have to Die,1988-01-01,1989-01-01,DOCUMENTARY (Short Subject),William Guttentag and Malcolm Clarke,
Die Hard,1988-01-01,1989-01-01,FILM EDITING,Frank J. Urioste,
Gorillas in the Mist,1988-01-01,1989-01-01,FILM EDITING,Stuart Baird,
Mississippi Burning,1988-01-01,1989-01-01,FILM EDITING,Gerry Hambling,
Rain Man,1988-01-01,1989-01-01,FILM EDITING,Stu Linder,
Who Framed Roger Rabbit,1988-01-01,1989-01-01,FILM EDITING,Arthur Schmidt,
Hanussen,1988-01-01,1989-01-01,FOREIGN LANGUAGE FILM,Hungary,
The Music Teacher,1988-01-01,1989-01-01,FOREIGN LANGUAGE FILM,Belgium,
Pelle the Conqueror,1988-01-01,1989-01-01,FOREIGN LANGUAGE FILM,Denmark,
Salaam Bombay!,1988-01-01,1989-01-01,FOREIGN LANGUAGE FILM,India,
Women on the Verge of a Nervous Breakdown,1988-01-01,1989-01-01,FOREIGN LANGUAGE FILM,Spain,
Beetlejuice,1988-01-01,1989-01-01,MAKEUP,Ve Neill,
Coming to America,1988-01-01,1989-01-01,MAKEUP,Rick Baker,
Scrooged,1988-01-01,1989-01-01,MAKEUP,Tom Burman,
The Accidental Tourist,1988-01-01,1989-01-01,MUSIC (Original Score),John Williams,
Dangerous Liaisons,1988-01-01,1989-01-01,MUSIC (Original Score),George Fenton,
Gorillas in the Mist,1988-01-01,1989-01-01,MUSIC (Original Score),Maurice Jarre,
The Milagro Beanfield War,1988-01-01,1989-01-01,MUSIC (Original Score),Dave Grusin,
Rain Man,1988-01-01,1989-01-01,MUSIC (Original Score),Hans Zimmer,
Bagdad Cafe,1988-01-01,1989-01-01,MUSIC (Original Song),Music and Lyric by Bob Telson,
Working Girl,1988-01-01,1989-01-01,MUSIC (Original Song),Music and Lyric by Carly Simon,
Buster,1988-01-01,1989-01-01,MUSIC (Original Song),Music by Lamont Dozier,
The Accidental Tourist,1988-01-01,1989-01-01,BEST PICTURE,Lawrence Kasdan,
Dangerous Liaisons,1988-01-01,1989-01-01,BEST PICTURE,Norma Heyman and Hank Moonjean,
Mississippi Burning,1988-01-01,1989-01-01,BEST PICTURE,Frederick Zollo and Robert F. Colesberry,
Rain Man,1988-01-01,1989-01-01,BEST PICTURE,Mark Johnson,
Working Girl,1988-01-01,1989-01-01,BEST PICTURE,Douglas Wick,
The Cat Came Back,1988-01-01,1989-01-01,SHORT FILM (Animated),Cordell Barker,
Technological Threat,1988-01-01,1989-01-01,SHORT FILM (Animated),Bill Kroyer,
Tin Toy,1988-01-01,1989-01-01,SHORT FILM (Animated),John Lasseter,
The Appointments of Dennis Jennings,1988-01-01,1989-01-01,SHORT FILM (Live Action),Dean Parisot,
Cadillac Dreams,1988-01-01,1989-01-01,SHORT FILM (Live Action),Matia Karrell,
Gullah Tales,1988-01-01,1989-01-01,SHORT FILM (Live Action),George deGolian,
Bird,1988-01-01,1989-01-01,SOUND,Les Fresholtz,
Die Hard,1988-01-01,1989-01-01,SOUND,Don Bassman,
